Order_ID,Order_Date,City,State,Category,Sub_Category,Product_Name,Brand,Quantity,Unit_Price,Discount,Sales,Profit,Customer_Type,Delivery_Time_Min,Payment_Method,Rating
B1195,2026-02-01,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,5,112,15,476,55.08,Returning,15,Credit Card,3
B1196,2026-01-21,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,4,610,10,2196,219.12,Returning,23,UPI,4.9
B1197,2026-02-23,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,3,142,0,426,40.71,New,45,Credit Card,4.3
B1198,2026-04-05,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,2,430,15,731,171.66,New,29,Wallet,4.1
B1199,2026-02-20,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,7,709,0,4963,643.52,Returning,34,UPI,4.3
B1200,2026-02-02,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,6,745,5,4246.5,497.87,Returning,34,Cash,4.9
B1201,2026-01-08,Ahmedabad,Gujarat,Dairy,Dairy,Curd,Mother Dairy,1,537,5,510.15,48.03,New,33,UPI,4.1
B1202,2026-03-27,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,1,749,20,599.2,119.12,Returning,39,Wallet,4.3
B1203,2026-05-11,Jaipur,Rajasthan,Snacks,Snacks,Biscuits,Britannia,4,590,5,2242,509.53,New,36,Credit Card,3.7
B1204,2026-05-25,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,1,387,10,348.3,64.32,Returning,48,UPI,3.3
B1205,2026-04-04,Ahmedabad,Gujarat,Fruits,Fruits,Banana,Fresh,6,202,0,1212,156.12,Returning,47,Wallet,5
B1206,2026-03-02,Mumbai,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,4,345,15,1173,264.66,Returning,42,Wallet,3.4
B1207,2026-03-06,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,5,673,15,2860.25,335.19,Returning,43,UPI,4.6
B1208,2026-06-12,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,5,148,0,740,176.98,Returning,28,UPI,4.1
B1209,2026-02-03,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,8,620,10,4464,898.64,New,15,Credit Card,4.5
B1210,2026-05-28,Pune,Maharashtra,Beverages,Beverages,Juice,Real,2,649,0,1298,125.62,Returning,59,UPI,3.9
B1211,2026-06-23,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,4,412,5,1565.6,140.96,Returning,59,Wallet,4.6
B1212,2026-05-06,Bengaluru,Karnataka,Fruits,Fruits,Banana,Fresh,7,384,20,2150.4,340.33,Returning,18,UPI,3.1
B1213,2026-01-26,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,3,375,5,1068.75,221.21,Returning,41,Cash,4.3
B1214,2026-04-05,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,6,106,5,604.2,145.25,New,35,Credit Card,4.4
B1215,2026-01-04,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,8,574,20,3673.6,375.89,New,33,UPI,3.6
B1216,2026-05-13,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,6,513,10,2770.2,438.54,New,39,Wallet,4.4
B1217,2026-06-12,Delhi,Delhi,Beverages,Beverages,Juice,Real,3,622,10,1679.4,261.39,Returning,25,UPI,3.5
B1218,2026-05-05,Bengaluru,Karnataka,Fruits,Fruits,Banana,Fresh,1,685,0,685,148.4,New,54,UPI,4.8
B1219,2026-06-08,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,5,320,5,1520,318.46,Returning,19,Cash,3.9
B1220,2026-03-17,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,7,44,5,292.6,35.91,Returning,48,Wallet,4.2
B1221,2026-04-09,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,6,723,5,4121.1,619.87,New,53,Credit Card,3.9
B1222,2026-01-31,Ahmedabad,Gujarat,Dairy,Dairy,Milk,Amul,4,529,15,1798.6,326.57,New,49,Credit Card,3.6
B1223,2026-03-17,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,3,494,20,1185.6,164.3,Returning,40,UPI,3.5
B1224,2026-04-17,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,8,598,5,4544.8,845.85,New,38,UPI,3.5
B1225,2026-03-08,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,6,102,10,550.8,97.8,Returning,52,UPI,4
B1226,2026-02-06,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,2,315,5,598.5,60.95,New,30,Wallet,4
B1227,2026-06-16,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,2,522,10,939.6,103.12,New,57,Wallet,4.4
B1228,2026-06-09,Jaipur,Rajasthan,Fruits,Fruits,Apple,Fresh,5,627,0,3135,347.77,New,42,Wallet,3.9
B1229,2026-06-29,Delhi,Delhi,Dairy,Dairy,Milk,Amul,4,722,0,2888,707.8,Returning,31,UPI,3.4
B1230,2026-02-11,Jaipur,Rajasthan,Dairy,Dairy,Milk,Amul,4,272,0,1088,193.27,New,21,Credit Card,3.8
B1231,2026-01-19,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,4,119,15,404.6,50.46,New,36,Wallet,4.7
B1232,2026-02-01,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,5,711,0,3555,313.75,Returning,11,Credit Card,4.1
B1233,2026-03-10,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,4,325,5,1235,283.79,New,51,Cash,4.5
B1234,2026-02-08,Delhi,Delhi,Dairy,Dairy,Milk,Amul,8,537,15,3651.6,851.12,Returning,40,Wallet,3.9
B1235,2026-04-10,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,3,450,0,1350,287.11,New,14,Wallet,3.4
B1236,2026-06-14,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,3,631,5,1798.35,168.94,Returning,57,UPI,3.1
B1237,2026-03-13,Jaipur,Rajasthan,Grocery,Grocery,Atta,Aashirvaad,5,569,0,2845,297.25,Returning,54,Cash,3.5
B1238,2026-02-04,Ahmedabad,Gujarat,Grocery,Grocery,Atta,Aashirvaad,5,87,5,413.25,75.15,Returning,22,Cash,3.6
B1239,2026-06-17,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,1,316,10,284.4,42.18,New,51,Credit Card,4.7
B1240,2026-05-17,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,4,133,0,532,82.62,New,10,Credit Card,3.5
B1241,2026-01-28,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,6,26,10,140.4,29.07,Returning,26,Credit Card,3.4
B1242,2026-04-06,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,6,675,0,4050,530.54,New,25,UPI,3.7
B1243,2026-05-06,Jaipur,Rajasthan,Snacks,Snacks,Biscuits,Britannia,5,154,10,693,131.03,Returning,45,Credit Card,3.7
B1244,2026-01-14,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,4,136,10,489.6,44.53,Returning,49,Credit Card,4.2
B1245,2026-02-14,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,4,417,5,1584.6,186.01,Returning,21,Credit Card,3.5
B1246,2026-06-03,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,2,480,20,768,128.51,Returning,22,UPI,3.3
B1247,2026-03-29,Mumbai,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,6,667,20,3201.6,418.25,Returning,54,UPI,4.9
B1248,2026-01-17,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,6,541,10,2921.4,410.72,New,33,Credit Card,3.3
B1249,2026-01-16,Delhi,Delhi,Beverages,Beverages,Juice,Real,4,706,15,2400.4,521.71,New,30,Cash,4.5
B1250,2026-03-21,Jaipur,Rajasthan,Grocery,Grocery,Atta,Aashirvaad,7,395,20,2212,325.59,New,29,Wallet,4.6
B1251,2026-06-26,Mumbai,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,5,302,10,1359,312.56,Returning,52,Wallet,4.2
B1252,2026-01-28,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,5,309,0,1545,182.52,New,22,UPI,4.6
B1253,2026-05-07,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,3,260,15,663,110.14,New,43,Wallet,4
B1254,2026-05-04,Ahmedabad,Gujarat,Beverages,Beverages,Juice,Real,2,636,0,1272,195.37,New,50,Credit Card,3.8
B1255,2026-02-16,Mumbai,Maharashtra,Fruits,Fruits,Banana,Fresh,5,62,15,263.5,34.06,Returning,20,UPI,4
B1256,2026-02-08,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,3,401,20,962.4,215.7,Returning,23,Cash,4.4
B1257,2026-02-25,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,2,169,20,270.4,35.45,New,58,Wallet,4.1
B1258,2026-03-05,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,1,343,10,308.7,47.93,Returning,42,Cash,3.3
B1259,2026-04-08,Ahmedabad,Gujarat,Dairy,Dairy,Milk,Amul,5,786,10,3537,708.03,Returning,51,Cash,3.8
B1260,2026-05-24,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,7,656,5,4362.4,385.05,New,44,Cash,3.5
B1261,2026-05-05,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,1,373,0,373,82.81,Returning,17,Cash,3.7
B1262,2026-06-08,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,7,365,15,2171.75,443.55,Returning,34,Wallet,4.8
B1263,2026-04-12,Ahmedabad,Gujarat,Dairy,Dairy,Curd,Mother Dairy,5,570,20,2280,396.83,Returning,47,Cash,3.8
B1264,2026-02-06,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,7,282,15,1677.9,239.45,Returning,38,Credit Card,3
B1265,2026-03-08,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,2,155,10,279,65.61,New,29,Cash,3.2
B1266,2026-06-10,Ahmedabad,Gujarat,Snacks,Snacks,Chips,Lay's,3,296,10,799.2,112.78,Returning,60,Credit Card,3.1
B1267,2026-02-03,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,1,370,10,333,81.87,New,12,Credit Card,4.9
B1268,2026-06-10,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,3,755,5,2151.75,476.99,Returning,59,Cash,3
B1269,2026-03-23,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,4,647,0,2588,298.84,Returning,17,Wallet,3.9
B1270,2026-01-02,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,1,307,0,307,56.91,Returning,13,Wallet,4.9
B1271,2026-04-01,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,3,702,0,2106,326.36,Returning,29,UPI,3.7
B1272,2026-02-02,Bengaluru,Karnataka,Beverages,Beverages,Soft Drink,Coca-Cola,8,331,10,2383.2,541.79,Returning,42,Cash,4.7
B1273,2026-05-29,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,5,573,0,2865,243.73,Returning,59,Cash,4.1
B1274,2026-03-23,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,7,695,5,4621.75,962.52,New,26,Cash,3.9
B1275,2026-03-10,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,7,474,5,3152.1,568.3,New,45,Credit Card,3.9
B1276,2026-06-06,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,4,274,10,986.4,171.87,New,27,Credit Card,3.9
B1277,2026-04-27,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,8,90,5,684,112.37,New,44,Credit Card,4.5
B1278,2026-04-16,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,4,232,20,742.4,131.85,New,56,Credit Card,4
B1279,2026-05-26,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,2,531,5,1008.9,120.11,New,25,UPI,3.7
B1280,2026-02-27,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,7,324,15,1927.8,344.73,New,60,Credit Card,4.2
B1281,2026-01-06,Jaipur,Rajasthan,Grocery,Grocery,Atta,Aashirvaad,1,38,10,34.2,6.42,Returning,42,Credit Card,3.3
B1282,2026-04-29,Jaipur,Rajasthan,Beverages,Beverages,Juice,Real,8,363,15,2468.4,458.94,New,58,UPI,4.7
B1283,2026-04-09,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,1,771,20,616.8,143.91,Returning,52,Cash,4.2
B1284,2026-06-06,Ahmedabad,Gujarat,Snacks,Snacks,Chips,Lay's,5,595,5,2826.25,629.73,New,52,Credit Card,3.4
B1285,2026-01-19,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,1,360,15,306,63.18,Returning,20,UPI,3.8
B1286,2026-06-16,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,4,306,0,1224,180.99,New,55,UPI,4.2
B1287,2026-03-15,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,7,785,10,4945.5,842.6,Returning,18,Wallet,4.1
B1288,2026-06-08,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,4,582,20,1862.4,235.41,Returning,26,UPI,4.5
B1289,2026-03-22,Pune,Maharashtra,Fruits,Fruits,Banana,Fresh,2,403,15,685.1,164.18,New,11,Wallet,3.7
B1290,2026-06-17,Mumbai,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,6,110,0,660,152.3,Returning,59,Wallet,3.2
B1291,2026-05-19,Delhi,Delhi,Snacks,Snacks,Chips,Lay's,5,108,15,459,38.65,Returning,53,Credit Card,3.6
B1292,2026-05-23,Delhi,Delhi,Snacks,Snacks,Chips,Lay's,3,748,0,2244,470.16,Returning,59,Cash,3.1
B1293,2026-05-16,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,6,373,20,1790.4,151.54,Returning,12,Wallet,4.6
B1294,2026-05-19,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,5,630,10,2835,534.94,Returning,34,Credit Card,3
B1295,2026-04-04,Ahmedabad,Gujarat,Grocery,Grocery,Atta,Aashirvaad,7,582,15,3462.9,366.8,Returning,10,Wallet,4.2
B1296,2026-03-27,Mumbai,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,7,628,15,3736.6,836.84,New,32,Wallet,3.1
B1297,2026-06-11,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,5,596,20,2384,574.53,Returning,38,UPI,4.2
B1298,2026-03-23,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,1,525,15,446.25,55.93,New,54,UPI,4.5
B1299,2026-06-09,Jaipur,Rajasthan,Beverages,Beverages,Soft Drink,Coca-Cola,7,321,20,1797.6,284.23,Returning,10,Wallet,3.7
B1300,2026-05-24,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,6,737,0,4422,712.34,New,18,Cash,3
B1301,2026-06-06,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,3,269,5,766.65,96.99,New,10,Wallet,3.5
B1302,2026-03-02,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,6,616,5,3511.2,521.7,Returning,52,Cash,3.1
B1303,2026-01-14,Delhi,Delhi,Beverages,Beverages,Juice,Real,1,74,5,70.3,11.17,Returning,33,Cash,3.8
B1304,2026-03-10,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,2,311,15,528.7,125.53,New,29,Cash,4
B1305,2026-04-08,Mumbai,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,6,121,20,580.8,109.44,Returning,17,Credit Card,4.3
B1306,2026-02-10,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,5,97,15,412.25,44.76,Returning,36,UPI,3.1
B1307,2026-02-20,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,6,187,20,897.6,85.65,New,14,Credit Card,3.7
B1308,2026-01-24,Bengaluru,Karnataka,Dairy,Dairy,Curd,Mother Dairy,4,98,0,392,47.8,New,21,Cash,3.5
B1309,2026-05-06,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,4,167,5,634.6,139.17,Returning,35,Credit Card,3.8
B1310,2026-05-28,Bengaluru,Karnataka,Beverages,Beverages,Soft Drink,Coca-Cola,7,560,10,3528,364.54,New,28,UPI,4.9
B1311,2026-06-12,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,5,178,15,756.5,152.73,Returning,58,UPI,3.7
B1312,2026-01-09,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,1,608,10,547.2,111.25,New,47,Wallet,3.7
B1313,2026-01-28,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,2,760,0,1520,323.75,Returning,20,Wallet,4.5
B1314,2026-03-03,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,8,154,5,1170.4,204.48,New,57,Wallet,4.2
B1315,2026-02-22,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,2,250,0,500,87.95,Returning,48,Wallet,4.7
B1316,2026-02-06,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,3,274,20,657.6,109.73,New,48,UPI,3.5
B1317,2026-06-26,Delhi,Delhi,Dairy,Dairy,Milk,Amul,3,654,0,1962,361,New,53,Cash,4.7
B1318,2026-03-25,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,3,250,10,675,118.82,Returning,18,Wallet,4.9
B1319,2026-06-14,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,1,738,0,738,150.2,Returning,33,Credit Card,3.7
B1320,2026-05-31,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,6,750,5,4275,714.01,New,54,Credit Card,4.9
B1321,2026-05-15,Pune,Maharashtra,Fruits,Fruits,Banana,Fresh,5,139,5,660.25,88.31,Returning,40,Credit Card,5
B1322,2026-06-07,Ahmedabad,Gujarat,Fruits,Fruits,Banana,Fresh,2,150,20,240,29.2,Returning,35,Wallet,3.7
B1323,2026-06-26,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,8,411,20,2630.4,633.77,Returning,31,Credit Card,3.7
B1324,2026-05-31,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,1,788,20,630.4,110.17,New,48,Credit Card,4
B1325,2026-03-18,Jaipur,Rajasthan,Dairy,Dairy,Milk,Amul,2,171,10,307.8,56.1,Returning,10,Credit Card,3.2
B1326,2026-05-23,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,3,387,0,1161,267.04,New,58,UPI,4.4
B1327,2026-06-16,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,3,455,10,1228.5,139.39,New,45,UPI,4.4
B1328,2026-01-03,Ahmedabad,Gujarat,Fruits,Fruits,Banana,Fresh,1,564,0,564,129.92,New,24,UPI,4.1
B1329,2026-01-21,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,6,554,15,2825.4,528.59,Returning,52,Wallet,3.7
B1330,2026-05-20,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,7,552,5,3670.8,389.77,Returning,42,UPI,4.3
B1331,2026-01-12,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,1,526,5,499.7,123.06,New,41,Cash,3.3
B1332,2026-06-14,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,1,447,20,357.6,38.91,Returning,22,Cash,4.6
B1333,2026-06-01,Jaipur,Rajasthan,Dairy,Dairy,Milk,Amul,3,58,20,139.2,25.45,Returning,50,UPI,3.4
B1334,2026-04-02,Jaipur,Rajasthan,Beverages,Beverages,Soft Drink,Coca-Cola,4,135,15,459,58.71,New,12,Cash,4.6
B1335,2026-01-20,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,7,598,0,4186,621.79,New,53,Wallet,3.6
B1336,2026-01-19,Bengaluru,Karnataka,Dairy,Dairy,Curd,Mother Dairy,4,524,20,1676.8,215.76,New,36,Credit Card,4.2
B1337,2026-02-16,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,4,187,5,710.6,60.52,Returning,58,Cash,3.4
B1338,2026-05-30,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,7,406,0,2842,390.14,New,48,Credit Card,4.1
B1339,2026-01-19,Bengaluru,Karnataka,Fruits,Fruits,Banana,Fresh,6,463,5,2639.1,641.17,New,12,Cash,4.5
B1340,2026-02-16,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,1,356,0,356,45.07,New,34,UPI,3.2
B1341,2026-05-26,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,7,642,5,4269.3,777.56,New,16,Wallet,4.3
B1342,2026-06-19,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,6,114,20,547.2,99.27,New,53,Cash,3.2
B1343,2026-03-08,Ahmedabad,Gujarat,Beverages,Beverages,Juice,Real,3,628,15,1601.4,295.18,Returning,18,Wallet,4
B1344,2026-04-14,Pune,Maharashtra,Snacks,Snacks,Biscuits,Britannia,1,22,20,17.6,2.49,New,34,UPI,4.3
B1345,2026-04-27,Jaipur,Rajasthan,Dairy,Dairy,Milk,Amul,5,777,5,3690.75,790.68,Returning,27,Credit Card,3.9
B1346,2026-02-10,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,3,673,20,1615.2,167.48,Returning,14,Wallet,4.2
B1347,2026-01-15,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,8,640,20,4096,802.25,Returning,39,Credit Card,5
B1348,2026-01-12,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,8,623,15,4236.4,925.63,Returning,44,UPI,4
B1349,2026-01-22,Bengaluru,Karnataka,Beverages,Beverages,Soft Drink,Coca-Cola,8,586,0,4688,912.45,Returning,41,Cash,4.7
B1350,2026-03-11,Bengaluru,Karnataka,Fruits,Fruits,Banana,Fresh,8,33,10,237.6,43.34,New,28,Wallet,4.2
B1351,2026-06-02,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,8,632,5,4803.2,874.29,New,45,Wallet,3
B1352,2026-05-28,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,3,540,5,1539,159.27,Returning,16,Cash,4.1
B1353,2026-04-28,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,3,56,15,142.8,33.48,New,48,UPI,4.4
B1354,2026-04-19,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,2,800,0,1600,189.62,New,20,UPI,3.6
B1355,2026-06-24,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,8,339,5,2576.4,448.16,Returning,39,Cash,4.3
B1356,2026-06-07,Delhi,Delhi,Beverages,Beverages,Juice,Real,8,355,10,2556,420.07,Returning,19,Wallet,3.6
B1357,2026-06-23,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,5,779,15,3310.75,395.6,Returning,44,Wallet,4
B1358,2026-06-24,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,2,368,20,588.8,119,Returning,18,Credit Card,3
B1359,2026-02-09,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,3,572,15,1458.6,138.46,New,44,Cash,3.3
B1360,2026-05-06,Mumbai,Maharashtra,Fruits,Fruits,Banana,Fresh,7,330,5,2194.5,353.93,Returning,32,Credit Card,4.8
B1361,2026-01-19,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,3,558,20,1339.2,290,New,35,UPI,4.4
B1362,2026-04-29,Mumbai,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,2,288,20,460.8,49.67,New,54,Credit Card,4.6
B1363,2026-01-19,Mumbai,Maharashtra,Fruits,Fruits,Banana,Fresh,3,48,15,122.4,30.48,New,23,Credit Card,3.2
B1364,2026-04-10,Ahmedabad,Gujarat,Beverages,Beverages,Juice,Real,3,302,5,860.7,152.07,Returning,59,Wallet,4.1
B1365,2026-02-27,Mumbai,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,2,597,5,1134.3,100.85,Returning,22,Credit Card,4.8
B1366,2026-05-05,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,6,731,5,4166.7,597.43,New,60,Cash,3.3
B1367,2026-06-15,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,3,195,20,468,69.02,Returning,10,Credit Card,3.9
B1368,2026-03-15,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,3,730,0,2190,290.6,New,43,Credit Card,4.4
B1369,2026-02-04,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,6,313,5,1784.1,385.37,New,58,Credit Card,4.5
B1370,2026-04-06,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,7,710,0,4970,1075.45,New,58,Cash,4.6
B1371,2026-03-11,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,5,67,20,268,30.93,New,21,Wallet,4.5
B1372,2026-03-04,Bengaluru,Karnataka,Dairy,Dairy,Curd,Mother Dairy,6,248,0,1488,184.81,Returning,41,UPI,4.1
B1373,2026-06-24,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,4,606,0,2424,243.67,Returning,31,UPI,3.1
B1374,2026-05-27,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,3,364,0,1092,137.32,New,48,Wallet,3.8
B1375,2026-01-10,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,6,121,5,689.7,141.18,Returning,21,Wallet,4.2
B1376,2026-03-24,Delhi,Delhi,Dairy,Dairy,Milk,Amul,3,744,15,1897.2,374.38,New,52,Wallet,4.6
B1377,2026-03-06,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,5,30,10,135,12.6,Returning,54,Credit Card,4.8
B1378,2026-05-28,Jaipur,Rajasthan,Snacks,Snacks,Biscuits,Britannia,1,390,5,370.5,30.62,Returning,30,Credit Card,3
B1379,2026-03-02,Pune,Maharashtra,Beverages,Beverages,Juice,Real,5,548,10,2466,415.11,Returning,22,Wallet,3.3
B1380,2026-02-15,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,2,513,20,820.8,178.42,Returning,32,Wallet,4.6
B1381,2026-01-21,Delhi,Delhi,Dairy,Dairy,Milk,Amul,1,428,20,342.4,44.32,Returning,40,Credit Card,3.9
B1382,2026-05-23,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,3,377,10,1017.9,249.77,New,55,Credit Card,3.1
B1383,2026-06-01,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,1,48,15,40.8,8.72,New,11,UPI,4.7
B1384,2026-04-01,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,1,139,15,118.15,12.78,New,53,Cash,3.1
B1385,2026-01-04,Mumbai,Maharashtra,Snacks,Snacks,Chips,Lay's,4,363,0,1452,321.98,New,43,Wallet,4.4
B1386,2026-02-15,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,2,549,15,933.3,187.72,Returning,18,Wallet,4.6
B1387,2026-03-30,Mumbai,Maharashtra,Snacks,Snacks,Chips,Lay's,5,84,0,420,70.89,New,13,Credit Card,4.9
B1388,2026-05-11,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,4,198,15,673.2,138.6,Returning,58,Credit Card,3.9
B1389,2026-03-28,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,6,107,5,609.9,65.35,Returning,23,UPI,3.8
B1390,2026-03-17,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,2,67,5,127.3,25.77,Returning,52,UPI,3.7
